Priority,Score,State,Business Name,DBA,Segment,City,Address,Zip,Website,Contact Name,Email,Phone,Outreach Status,Notes,Last Contacted,Next Step
High,4,NY,GreenCup,,Independent,Rego Park,95-38 Queens Blvd,11374,https://greencup.nyc,,,,Not Started,,,
High,4,NY,The Goat Dispensary,,Independent,Rego Park,6308 Woodhaven Blvd,11374,https://www.thegoatdispensary.com,,,,Not Started,,,
High,4,NY,Token Cannabis Dispensary,,Independent,Rego Park,"9229 Queens Blvd, CU-9",11374,https://tokencannabisnyc.com,,,,Not Started,,,
High,4,NY,High Frequency,,Independent,Rensselaer,96 Columbia St,12144,https://www.highfrequency.buzz,,,,Not Started,,,
High,4,NY,Stage One Cannabis LLC,,Independent,Rensselaer,810C Broadway,12144,https://stageonedispensary.com/,,,,Not Started,,,
High,4,NY,Herbarium Queens,,Independent,Ridgewood,465 Onderdonk Ave,11385,https://herbarium.la,,,,Not Started,,,
High,4,NY,Late Bloomers NYC LLC,,Independent,Ridgewood,57-01 Myrtle Ave,11385,https://latebloomers-nyc.com,,,,Not Started,,,
High,4,NY,Polanco Brothers Ridgewood,,Independent,Ridgewood,6633 Fresh Pond Rd,11385,https://polancobrothersridgewood.com,,,,Not Started,,,
High,4,NY,Seneca Cannabis,,Independent,Ridgewood,662 Seneca Ave,11385,https://senecacannabis.nyc,,,,Not Started,,,
High,4,NY,Strain Stars Riverhead,,Independent,Riverhead,1871 Old Country Rd,11901,https://strainstarsny.com,,,,Not Started,,,
High,4,NY,6 Point Cannabis,,Independent,Rochester,56 Division St,14604,https://www.6pointcannabis.com,,,,Not Started,,,
High,4,NY,Browncroft Budz,,Independent,Rochester,722 N Winton Rd,14609,https://www.browncroftbudz.com,,,,Not Started,,,
High,4,NY,Buddeez,,Independent,Rochester,"1460 Lyell Ave, Ste 200",14606,https://weedmaps.com/dispensaries/buddeez,,,,Not Started,,,
High,4,NY,Cannabis Corner,,Independent,Rochester,2227 Clifford Ave,14609,https://cannabiscornerny.com,,,,Not Started,,,
High,4,NY,FlynnStoned Baytowne,,Independent,Rochester,"1900 Empire Blvd, Ste 190",14580,https://flynnstoned.com,,,,Not Started,,,
High,4,NY,FlynnStoned Rochester,,Independent,Rochester,125 State St,14614,https://flynnstoned.com,,,,Not Started,,,
High,4,NY,"FlynnStoned Rochester, West Ridge Rd",,Independent,Rochester,714 W Ridge Rd,14615,https://flynnstoned.com/,,,,Not Started,,,
High,4,NY,Good Life Collective,,Independent,Rochester,155 Monroe Ave,14607,https://goodlifeweed.com,,,,Not Started,,,
High,4,NY,Green Comfort Dispensary,,Independent,Rochester,999 S Clinton Ave,14620,https://www.greencomfortdispensary.com,,,,Not Started,,,
High,4,NY,Happy Goat Dispensary,,Independent,Rochester,1330 Mount Hope Ave,14620,https://www.happygoatdispensary.com,,,,Not Started,,,
High,4,NY,High End New York,,Independent,Rochester,545 Clinton Ave S,14620,https://www.highend-ny.com,,,,Not Started,,,
High,4,NY,MJ Dispensary,,Independent,Rochester,"900 Jefferson Rd, Ste 902",14623,https://mjdispensary585.com,,,,Not Started,,,
High,4,NY,Mango Cannabis,,Independent,Rochester,3553 West Henrietta Rd,14623,https://mangocannabis.com/,,,,Not Started,,,
High,4,NY,Misfits Dispensary,,Independent,Rochester,"420 Jefferson Rd, Ste 2",14623,https://www.misfitsdispensary.com,,,,Not Started,,,
High,4,NY,Pure Wellness Dispensary,,Independent,Rochester,360 W Ridge Rd,14615,https://pwdispensary.com,,,,Not Started,,,
High,4,NY,ROC Dispensary (Microbusiness),,Independent,Rochester,324 Jefferson Rd,14623,https://rochester420.com,,,,Not Started,,,
High,4,NY,Rochester's Finest Cannabis Dispensary,,Independent,Rochester,74 Lake Ave,14608,https://rochestersfinestcannabis.com,,,,Not Started,,,
High,4,NY,Sessco Cannabis Dispensary,,Independent,Rochester,115 Main St,14445,https://sesscocannabis.com,,,,Not Started,,,
High,4,NY,Wicked Reserve Dispensary,,Independent,Rochester,"1150 University Ave, Bldg 5, Ste 7",14607,https://wickedreservedispensary.com/,,,,Not Started,,,
High,4,NY,Platinum Leaf,,Independent,Rock Hill,196 Rock Hill Dr,12775,https://theplatinumleaf.com,,,,Not Started,,,
High,4,NY,Munchies Dispensary,,Independent,Rockaway Beach,8701 Rockaway Beach Blvd,11693,https://munchiesdispensaryny.com,,,,Not Started,,,
High,4,NY,Flower Shak,,Independent,Rockaway Park,114-19 Rockaway Beach Blvd,11694,https://flowershak.com,,,,Not Started,,,
High,4,NY,Rockaway Beach Cafe,,Independent,Rockaway Park,114-19 Rockaway Beach Blvd,11694,,,,,Not Started,,,
High,4,NY,Luxus Botanica,,Independent,Rome,"8234 Turin Rd, Ste 1",13440,https://luxusbotanica.com,,,,Not Started,,,
High,4,NY,Terminal 420,,Independent,Rosedale,247-14 South Conduit Ave,11422,https://terminal420.com,,,,Not Started,,,
High,4,NY,Canna Health and Wellness,,Independent,Rush,6075 E Henrietta Rd,14543,https://cannahealthandwellness.com,,,,Not Started,,,
High,4,NY,"North County Roots, Inc. (dba Elevate ADK)",,Independent,Saranac Lake,"622 Lake Flower Ave, Ste 7",12983,https://elevateadk.com/,,,,Not Started,,,
High,4,NY,High Peaks Canna,,Independent,Saratoga Springs,137 Maple Ave,12866,https://highpeakscanna.com,,,,Not Started,,,
High,4,NY,Silver Cannabis Company Saratoga Springs,,Independent,Saratoga Springs,75 Weibel Ave,12866,https://silver-therapeutics.com/location/saratoga/,,,,Not Started,,,
High,4,NY,Cannabicity Schenectady,,Independent,Schenectady,"220 Harborside Dr, Ste 111",12305,https://cannabicity.net/,,,,Not Started,,,
High,4,NY,Cussin's Cannabis,,Independent,Schenectady,2075 Central Ave,12304,https://cussinscanna.com,,,,Not Started,,,
High,4,NY,Electric City Cannabis,,Independent,Schenectady,1354 Lower Broadway,12306,https://electriccitycannabisco.com,,,,Not Started,,,
High,4,NY,Flower BNK,,Independent,Schenectady,1708 Broadway,12306,https://fbny.com,,,,Not Started,,,
High,4,NY,Grass & Goodness,,Independent,Schenectady,1650 Crane St,12303,https://grassandgoodness.com,,,,Not Started,,,
High,4,NY,Madame Jane Cannabis Dispensary,,Independent,Schenectady,102 State St,12305,https://www.mjcanna.com,,,,Not Started,,,
High,4,NY,Ripe Cannabis,,Independent,Schenectady,"245 Broadway, Suite 4",12305,http://ripecannabisny.com,,,,Not Started,,,
High,4,NY,The People's Joint,,Independent,Schenectady,501 State St,12305,https://thepeoplesjoint.com,,,,Not Started,,,
High,4,NY,Upstate Canna Co,,Independent,Schenectady,1613 Union St,12309,https://upstate-canna.co/,,,,Not Started,,,
High,4,NY,Canna Cabana,,Independent,Schuylerville,1164 NY-29,12871,https://www.cannacabana518.com,,,,Not Started,,,
High,4,NY,Roots Farm Dispensary (Microbusiness),,Independent,Schuylerville,1120 NY-29,12871,https://www.rootssaratoga.com,,,,Not Started,,,
High,4,NY,Just Breathe Fingerlakes,,Independent,Seneca Falls,2988 US Route 20,13148,https://justbreatheflx.com,,,,Not Started,,,
High,4,NY,Tap Root Station (Microbusiness),,Independent,Skaneateles,828 W Genesee St,13152,https://www.taprootfieldscannabis.com,,,,Not Started,,,
High,4,NY,Quality High Farm & Dispensary (Microbusiness),,Independent,Sleepy Hollow,25 Beekman Ave,10591,https://qualityhigh.com/,,,,Not Started,,,
High,4,NY,Third Rock Cannabis,,Independent,South Glens Falls,"131 Saratoga Ave, Unit 7",12803,https://www.thirdrockcannabis.com,,,,Not Started,,,
High,4,NY,Big City Flavors,,Independent,South Richmond Hill,111-19 Liberty Ave,11419,https://bigcityflavors.com/,,,,Not Started,,,
High,4,NY,Vaporize,,Independent,South Richmond Hill,124-20 Liberty Ave,11419,https://www.vaporizeny.com,,,,Not Started,,,
High,4,NY,Brown Budda New York,,Independent,Southampton,1533 Country Rd 39,11968,https://www.brownbuddanewyork.com,,,,Not Started,,,
High,4,NY,Charlie Fox Hamptons,,Independent,Southampton,471 County Rd 39,11968,https://charliefoxhamptons.com,,,,Not Started,,,
High,4,NY,MJ Dispensary Spencerport,,Independent,Spencerport,"377 S Union St, Ste 5",14559,https://mjdispensary585.com,,,,Not Started,,,
High,4,NY,Cannabis Realm of NY Spring Valley,,Independent,Spring Valley,76 Route 59,10977,https://cannabisrealmny.com,,,,Not Started,Spring Valley location — close to Tappan.,,
High,4,NY,Stash Box,,Independent,Springfield Gardens,23004 S Conduit Ave,11413,https://www.stashboxdispensary.com,,,,Not Started,,,
High,4,NY,Clouditude Dispensary,,Independent,Staten Island,4034 Hylan Blvd,10308,https://clouditudedispensary.com,,,,Not Started,,,
High,4,NY,FlynnStoned Staten Island,,Independent,Staten Island,755 Forest Ave,10310,https://flynnstoned.com,,,,Not Started,,,
High,4,NY,Gaslight Dispensary,,Independent,Staten Island,465 Forest Ave,10301,https://gaslightdispensary.com,,,,Not Started,,,
High,4,NY,Happy Times Staten Island,,Independent,Staten Island,1399 Hylan Blvd,10305,https://happytimescannabis.com,,,,Not Started,,,
High,4,NY,High Stone,,Independent,Staten Island,1938 Clove Rd,10304,https://www.highstone.nyc,,,,Not Started,,,
High,4,NY,NUGHUB NY,,Independent,Staten Island,1350 Forest Ave,10302,https://nughubny.com,,,,Not Started,,,
High,4,NY,Oz Dispensary,,Independent,Staten Island,956 Jewett Ave,10314,https://ozdispensary.com/,,,,Not Started,,,
High,4,NY,The Flowery Richmond Hill,,Independent,Staten Island,2059 Richmond Ave,10314,https://www.thefloweryny.com/,,,,Not Started,,,
High,4,NY,The Flowery Staten Island,,Independent,Staten Island,3022 Veterans Rd W,10309,https://thefloweryny.com/,,,,Not Started,,,
High,4,NY,The Weed Shoppe Inc,,Independent,Staten Island,4906 Arthur Kill Rd,10309,https://theweedshoppe.co,,,,Not Started,,,
High,4,NY,ZenZest,,Independent,Staten Island,2343 Forest Ave,10303,https://zenzest.com,,,,Not Started,,,
High,4,NY,Back Home Cannabis Co. (Microbusiness),,Independent,Stone Ridge,3056 State Route 213,12484,https://www.backhomedispensary.com,,,,Not Started,,,
High,4,NY,RENAISSANT NYC,,Independent,Sunnyside,40-07 A Queens Blvd,11104,https://renaissant.nyc,,,,Not Started,,,
High,4,NY,Dazed Syracuse,,Independent,Syracuse,135 Marshall St,13210,https://dazed.fun,,,,Not Started,,,
High,4,NY,Diamond Tree Dispensary,,Independent,Syracuse,2700 Erie Blvd E,13224,https://www.diamondtreedispensary.com,,,,Not Started,,,
High,4,NY,FlynnStoned State Fair Blvd,,Independent,Syracuse,683 State Fair Blvd,13209,https://flynnstoned.com,,,,Not Started,,,
High,4,NY,Flynnstoned Corporation,,Independent,Syracuse,219 Walton St,13202,https://flynnstoned.com/,,,,Not Started,,,
High,4,NY,Joe's Buds,,Independent,Syracuse,4658 Onondaga Blvd,13219,https://joesbudsny.com,,,,Not Started,,,
High,4,NY,Loudpack Exotics,,Independent,Syracuse,6606 Kinne Rd,13214,https://www.loudpackexotics.com,,,,Not Started,,,
High,4,NY,The Higher Co.,,Independent,Syracuse,123 E Willow St,13202,http://www.thehigherco420.com/,,,,Not Started,,,
High,4,NY,Thrive Syracuse,,Independent,Syracuse,3065 Erie Blvd E,13224,https://thrivesyracuse.com,,,,Not Started,,,
High,4,NY,VedaLeaf,,Independent,Syracuse,2921 Erie Blvd E,13224,https://vedaleaf.com,,,,Not Started,,,
High,4,NY,Mindset Cannabis Shop,,Independent,Tarrytown,51 Main St,10591,https://mindsettarrytown.com,,,,Not Started,,,
High,4,NY,High Falls Garden (Microbusiness),,Independent,Theresa,121B Commercial St,13691,https://highfallsgarden.com,,,,Not Started,,,
High,4,NY,Mary Janes - A Legacy 2 Legal Dispensary,,Independent,Tonawanda,2179 Sheridan Dr,14223,https://maryjaneswny.com,,,,Not Started,,,
High,4,NY,Casa Verde Dispensary,,Independent,Troy,15 Campbell Ave,12180,https://casaverdenewyork.com,,,,Not Started,,,
High,4,NY,Humble County LLC (dba 420 Bliss),,Independent,Troy,740 Hoosick Rd,12180,https://420-bliss.com,,,,Not Started,,,
High,4,NY,Misty Bleu Farm LLC (dba 400 River Dispensary) (Microbusiness),,Independent,Troy,400 River St,12180,https://400rivertroy.com,,,,Not Started,,,
High,4,NY,No Name Cannabis Co.,,Independent,Troy,137 4th St,12180,https://nonamecannabiscompany.com,,,,Not Started,,,
High,4,NY,The Greenhouse Cannabis Dispensary,,Independent,Troy,514 Congress St,12180,https://www.thegreenhouseny.com,,,,Not Started,,,
High,4,NY,Transcend Wellness,,Independent,Troy,289 Oakwood Ave,12182,https://transcendwps.com,,,,Not Started,,,
High,4,NY,Royal Buds LLC,,Independent,Trumansburg,5 Washington St,14886,https://royalbudsny.com,,,,Not Started,,,
High,4,NY,Greens Greenery,,Independent,Unadilla,54 State Highway 357,13849,https://greensgreenery.com,,,,Not Started,,,
High,4,NY,Air City Cannabis,,Independent,Utica,1707 Oriskany St W,13502,https://aircitycannabis.com,,,,Not Started,,,
High,4,NY,Exit 31 Exotic,,Independent,Utica,255 Genesse St,13501,https://www.uticacannabisco.com,,,,Not Started,,,
High,4,NY,Puff Theory Cannabis,,Independent,Utica,221 Oriskany St E,13501,https://pufftheorycannabis.com,,,,Not Started,,,
High,4,NY,Exscape INC (dba Sacred Bloom),,Independent,Vestal,"1308 Vestal Pkwy E, 1st Floor, Set D",13850,https://sacred-bloom.com,,,,Not Started,,,
High,4,NY,Skalz,,Independent,Vestal,2520 Vestal Pkwy E,13850,https://skalz.store,,,,Not Started,,,
High,4,NY,FingerLakes Cannabis Co,,Independent,Victor,5 Railroad St,14564,https://flxcannaco.com,,,,Not Started,,,
High,4,NY,Flower City Dispensary,,Independent,Victor,8053 Pittsford Victor Rd,14564,https://nyflowercitydispensary.com,,,,Not Started,,,
High,4,NY,Canna Planet Wappingers,,Independent,Wappingers Falls,1444 Route 9D,12590,https://cannaplanet.com/location/wappingers/,,,,Not Started,,,
High,4,NY,Root 9 Dispensary,,Independent,Wappingers Falls,1546 Route 9,12590,https://root9dispensary.com,,,,Not Started,,,
High,4,NY,Hudson & Main Cannabis Company,,Independent,Warrensburg,3873 Main St,12885,https://hudsonmaincannabis.com,,,,Not Started,,,
High,4,NY,A Classy Joint Cannabis Dispensary,,Independent,Warwick,46 Ronald Reagan Blvd,10990,https://aclassyjointny.com,,,,Not Started,,,
High,4,NY,Hampton Premium Green,,Independent,Water Mill,978 Montauk Hwy,11976,https://hamptonpremiumgreen.com,,,,Not Started,,,
High,4,NY,Leafy Peaks,,Independent,Waterford,27 B Saratoga Ave,12188,https://leafypeaks.com,,,,Not Started,,,
High,4,NY,"YESCA, LLC (dba Cannabis Depot)",,Independent,Watertown,23171 Murrock Circle,13601,https://cannabisdepot420.com,,,,Not Started,,,
High,4,NY,Hazy Daze,,Independent,Waverly,332 Broad St,13743,http://hazydaze.store,,,,Not Started,,,
High,4,NY,Orange County Cannabis Co.,,Independent,Wawayanda,"1308 Dolsontown Rd, Ste 3 & 4",10940,https://orangecountycannabisco.com,,,,Not Started,,,
High,4,NY,Rocky River Remedies (Microbusiness),,Independent,Wellsburg,3645 Front St,14894,https://rockyriverrem.com,,,,Not Started,,,
High,4,NY,THTree,,Independent,West Coxsackie,12187 Route 9W,12192,https://thtreeny.com,,,,Not Started,,,
High,4,NY,Devil's Lettuce,,Independent,West Seneca,650 Orchard Park Rd,14224,https://devilslettuce.net,,,,Not Started,,,
High,4,NY,Green Philosophy 716,,Independent,West Seneca,101 Slade Ave,14224,https://gp716.com,,,,Not Started,,,
High,4,NY,Bethel Buds,,Independent,White Lake,1577 State Route 17B,12786,http://bethelbuds.com,,,,Not Started,,,
High,4,NY,"Buddega NYC, LLC (dba Cannabis Realm of New York)",,Independent,White Plains,475 Central Ave,10606,https://cannabisrealmny.com,,,,Not Started,,,
High,4,NY,Leafology Cannabis Company,,Independent,White Plains,244 Main St,10601,https://leafologycannabiscompany.com,,,,Not Started,,,
High,4,NY,Purple Owl Dispensary,,Independent,White Plains,405 Mamaroneck Ave,10605,https://thepurpleowldispensary.com,,,,Not Started,,,
High,4,NY,Starlife Dispensary,,Independent,White Plains,1 Hall Ave,10603,https://starlifedispensary.com,,,,Not Started,,,
High,4,NY,Northern Lights Whitehall,,Independent,Whitehall,132 Broadway,12887,https://nlwdispo.com,,,,Not Started,,,
High,4,NY,IGNYTE,,Independent,Whitestone,145-18 14th Ave,11357,https://ignyteny.com,,,,Not Started,,,
High,4,NY,Cloudfather,,Independent,Williamsville,"6850 Main St, Suite 1",14221,https://thecloudfather.us/,,,,Not Started,,,
High,4,NY,The Coughie Shop,,Independent,Wolcott,12044 E. Main St,14590,,,,,Not Started,,,
High,4,NY,Weedside,,Independent,Woodside,50-22 72nd St,11378,https://weedsideny.com/password,,,,Not Started,,,
High,4,NY,Herbal Woodstock,,Independent,Woodstock,17 Tinker St,12498,https://www.herbalwoodstock.com,,,,Not Started,,,
High,4,NY,Woodstock Oasis,,Independent,Wurtsboro,187 Kingston Ave,12790,https://www.woodstockoasis.com,,,,Not Started,,,
High,4,NY,Central Budz,,Independent,Yonkers,2245 Central Park Ave,10710,https://centralbudz.com,,,,Not Started,,,
High,4,NY,Cloud Nine Legal Cannabis Dispensary,,Independent,Yonkers,305 Saw Mill River Rd,10701,https://cloudninelcd.com,,,,Not Started,,,
High,4,NY,NUG Yonkers,,Independent,Yonkers,2371 Central Park Ave,10710,https://www.nug.com/nug-cannabis-yonkers/,,,,Not Started,,,
High,4,NY,Skones Dispensary,,Independent,Yonkers,743 Central Park Ave,10704,https://skonesdispensary.com,,,,Not Started,,,
High,4,NY,The Plant,,Independent,Yonkers,2595 Central Park Ave,10710,https://fanoftheplant.com,,,,Not Started,,,
High,4,NY,Toke Cannabis Westchester,,Independent,Yonkers,471 McLean Ave,10705,https://www.nytokes.com,,,,Not Started,,,
High,4,NY,Ganja Express Dispensary,,Independent,Yorkville,626 Oriskany Blvd,13495,https://ganjaexpressdispensary.com,,,,Not Started,,,
High,4,NJ,OTC Jersey,,Independent,Absecon,,,,,,,Not Started,,,
High,4,NJ,Public Absecon,,Independent,Absecon,,,,,,,Not Started,,,
High,4,NJ,Red Oak Dispensary Absecon,,Independent,Absecon,,,,,,,Not Started,,,
High,4,NJ,Andover Cannabis,,Independent,Andover,,,,,,,Not Started,,,
High,4,NJ,Buddy's Dispensary,,Independent,Andover,,,,,,,Not Started,,,
High,4,NJ,Green Oasis,,Independent,Atco,,,,,,,Not Started,,,
High,4,NJ,AC Leef,,Independent,Atlantic City,,,,,,,Not Started,,,
High,4,NJ,Bakin Bad,,Independent,Atlantic City,,,,,,,Not Started,,,
High,4,NJ,Everest Dispensary,,Independent,Atlantic City,,,,,,,Not Started,,,
High,4,NJ,Honeybuzz Farms,,Independent,Atlantic City,,,,,,,Not Started,,,
High,4,NJ,Juniper Lane NJ,,Independent,Atlantic City,,,,,,,Not Started,,,
High,4,NJ,Legal Distribution,,Independent,Atlantic City,,,,,,,Not Started,,,
High,4,NJ,Marvins Garden,,Independent,Atlantic City,,,,,,,Not Started,,,
High,4,NJ,PPP Dispensary,,Independent,Atlantic City,,,,,,,Not Started,,,
High,4,NJ,Peaches Garden,,Independent,Atlantic City,,,,,,,Not Started,,,
High,4,NJ,Rollin' Green,,Independent,Atlantic City,,,,,,,Not Started,,,
High,4,NJ,Salt Air Botanicals,,Independent,Atlantic City,,,,,,,Not Started,,,
High,4,NJ,SunnyTien,,Independent,Atlantic City,,,,,,,Not Started,,,
High,4,NJ,Sweet Leaf's Dispensary,,Independent,Atlantic City,,,,,,,Not Started,,,
High,4,NJ,The Healing Side,,Independent,Atlantic City,,,,,,,Not Started,,,
High,4,NJ,Mad Hatter Dispensaries,,Independent,Avenel,,,,,,,Not Started,,,
High,4,NJ,La Vida Gardens,,Independent,Belleville,,,,,,,Not Started,,,
High,4,NJ,Natural Apothecary,,Independent,Belleville,,,,,,,Not Started,,,
High,4,NJ,Nevaeh Verde,,Independent,Belleville,,,,,,,Not Started,,,
High,4,NJ,Blackwood Wellness,,Independent,Blackwood,,,,,,,Not Started,,,
High,4,NJ,Flower & Flame,,Independent,Blackwood,,,,,,,Not Started,,,
High,4,NJ,Quality Cannabliss,,Independent,Blackwood,,,,,,,Not Started,,,
High,4,NJ,A-Z Supply,,Independent,Bloomfield,,,,,,,Not Started,,,
High,4,NJ,Blue Oak NJ 1,,Independent,Bloomfield,,,,,,,Not Started,,,
High,4,NJ,Emerald Tea Supply Company,,Independent,Bloomfield,,,,,,,Not Started,,,
High,4,NJ,Nightjar,,Independent,Bloomfield,,,,,,,Not Started,,,
High,4,NJ,The Public Garden,,Independent,Bloomfield,,,,,,,Not Started,,,
High,4,NJ,Boone Town Provisions,,Independent,Boonton,,,,,,,Not Started,,,
High,4,NJ,Evolve Cannabis,,Independent,Bordentown,,,,,,,Not Started,,,
High,4,NJ,New Era Dispensary,,Independent,Bound Brook,,,,,,,Not Started,,,
High,4,NJ,Social Dispensary,,Independent,Bridgeton,,,,,,,Not Started,,,
High,4,NJ,Indigo,,Independent,Brooklawn,,,,,,,Not Started,,,
High,4,NJ,Far & Dotter Wellness,,Independent,Browns Mills,,,,,,,Not Started,,,
High,4,NJ,Taste of Earth,,Independent,Buena,,,,,,,Not Started,,,
High,4,NJ,Evergreen Nature's Remedy,,Independent,Butler,,,,,,,Not Started,,,
High,4,NJ,Camden Apothecary,,Independent,Camden,,,,,,,Not Started,,,
High,4,NJ,Cuzzie's,,Independent,Camden,,,,,,,Not Started,,,
High,4,NJ,Loud House,,Independent,Camden,,,,,,,Not Started,,,
High,4,NJ,Organic Farms,,Independent,Camden,,,,,,,Not Started,,,
High,4,NJ,The G Factory,,Independent,Camden,,,,,,,Not Started,,,
High,4,NJ,Sea & Leaf,,Independent,Cape May,,,,,,,Not Started,,,
High,4,NJ,INSA Coastline Dispensary,,Independent,Cape May Court House,,,,,,,Not Started,,,
High,4,NJ,Herb Haus,,Independent,Carlstadt,,,,,,,Not Started,,,
High,4,NJ,The Frosted Nug at Carney's Point,,Independent,Carney's Point,,,,,,,Not Started,,,
High,4,NJ,Twisted Hat Cannabis,,Independent,Carney's Point,,,,,,,Not Started,,,
High,4,NJ,Green Lightning Cultivation,,Independent,Cinnaminson,,,,,,,Not Started,,,
High,4,NJ,The Leaf and Seed Company,,Independent,Clementon,,,,,,,Not Started,,,
High,4,NJ,Breakwater,,Independent,"Cranbury, Roselle Park",,,,,,,Not Started,,,
High,4,NJ,Breakwater Treatment & Wellness,,Independent,"Cranbury, Roselle Park",,,,,,,Not Started,,,
High,4,NJ,Castaway Cannabis,,Independent,Delran,,,,,,,Not Started,,,
High,4,NJ,Zacate,,Independent,Delran,,,,,,,Not Started,,,
High,4,NJ,Casa Verde Wellness,,Independent,Dover,,,,,,,Not Started,,,
High,4,NJ,The Good Supply Co. Victory Gardens,,Independent,Dover,,,,,,,Not Started,,,
High,4,NJ,Baked Goodz,,Independent,East Orange,,,,,,,Not Started,,,
High,4,NJ,HZY Goods,,Independent,East Orange,,,,,,,Not Started,,,
High,4,NJ,Fresh Dispensary Eatontown,,Independent,Eatontown,,,,,,,Not Started,,,
High,4,NJ,NJ Pure,,Independent,Edgewater Park,,,,,,,Not Started,,,
High,4,NJ,Atlantic Flower,,Independent,Egg Harbor City,,,,,,,Not Started,,,
High,4,NJ,Med Leaf,,Independent,Egg Harbor City,,,,,,,Not Started,,,
High,4,NJ,City Leaves,,Independent,Egg Harbor Township,,,,,,,Not Started,,,
High,4,NJ,Conservatory Cannabis Company,,Independent,Egg Harbor Township,,,,,,,Not Started,,,
High,4,NJ,Red Oak Dispensary EHT,,Independent,Egg Harbor Township,,,,,,,Not Started,,,
High,4,NJ,Budzooka Dispensary,,Independent,Elizabeth,,,,,,,Not Started,,,
High,4,NJ,Fresh Elizabeth,,Independent,Elizabeth,,,,,,,Not Started,,,
High,4,NJ,Green Haven Industries,,Independent,Elizabeth,,,,,,,Not Started,,,
High,4,NJ,Green Leaf Cannabis,,Independent,Elizabeth,,,,,,,Not Started,,,
High,4,NJ,Urge New Jersey,,Independent,Elizabeth,,,,,,,Not Started,,,
High,4,NJ,Cannavibes,,Independent,Elmwood Park,,,,,,,Not Started,,,
High,4,NJ,Ohm Theory,,Independent,Elmwood Park,,,,,,,Not Started,,,
High,4,NJ,Bud It Up,,Independent,Englishtown,,,,,,,Not Started,,,
High,4,NJ,Plantopia,,Independent,Englishtown,,,,,,,Not Started,,,
High,4,NJ,Ruuted,,Independent,Englishtown,,,,,,,Not Started,,,
High,4,NJ,Scarlet Reserve Room,,Independent,Englishtown,,,,,,,Not Started,,,
High,4,NJ,Floro Evesham,,Independent,Evesham,,,,,,,Not Started,,,
High,4,NJ,Highway 90,,Independent,Evesham,,,,,,,Not Started,,,
High,4,NJ,Canna Remedies,,Independent,Ewing,,,,,,,Not Started,,,
High,4,NJ,Simply Pure Trenton,,Independent,Ewing,,,,,,,Not Started,,,
High,4,NJ,GW Leaf Dispensary,,Independent,Fort Lee,,,,,,,Not Started,,,
High,4,NJ,High Almighty,,Independent,Franklin Park,,,,,,,Not Started,,,
High,4,NJ,Green Knight Cannabis,,Independent,Franklin Township,,,,,,,Not Started,,,
High,4,NJ,Sparkology Dispensary,,Independent,Franklin Township,,,,,,,Not Started,,,
High,4,NJ,Monmouth Wellness and Healing (NJ Leaf),,Independent,Freehold,,,,,,,Not Started,,,
High,4,NJ,Monmouth Wellness and Healing (formerly NJ Leaf),,Independent,Freehold,,,,,,,Not Started,,,
High,4,NJ,Garfield Gardens Dispensary,,Independent,Garfield,,,,,,,Not Started,,,
High,4,NJ,Garfield Gardens Dispensary (formerly Yuma way),,Independent,Garfield,,,,,,,Not Started,,,
High,4,NJ,One Green Leaf,,Independent,Gibbsboro,,,,,,,Not Started,,,
High,4,NJ,Altius NJ,,Independent,Glassboro,,,,,,,Not Started,,,
High,4,NJ,Restore NJ,,Independent,Glassboro,,,,,,,Not Started,,,
High,4,NJ,The Jersey Joint Dispensary,,Independent,Glassboro,,,,,,,Not Started,,,
High,4,NJ,Blulight Cannabis Gloucester City,,Independent,Gloucester City,,,,,,,Not Started,,,
High,4,NJ,Hashery,,Independent,Hackensack,,,,,,,Not Started,,,
High,4,NJ,Hackettstown Dispensary,,Independent,Hackettstown,,,,,,,Not Started,,,
High,4,NJ,High Street Dispensary,,Independent,Hackettstown,,,,,,,Not Started,,,
High,4,NJ,Molly Ann Farms,,Independent,Haledon,,,,,,,Not Started,,,
High,4,NJ,Northeast Alternatives NJ,,Independent,Hamilton,,,,,,,Not Started,,,
High,4,NJ,Hello High,,Independent,Hammonton,,,,,,,Not Started,,,
High,4,NJ,Botera Harrison,,Independent,Harrison,,,,,,,Not Started,,,
High,4,NJ,4Twenty Somewhere,,Independent,Hewitt,,,,,,,Not Started,,,
High,4,NJ,Anja Life,,Independent,Highland Park,,,,,,,Not Started,,,
High,4,NJ,BLKBRN,,Independent,Highland Park,,,,,,,Not Started,,,
High,4,NJ,Herbalicity,,Independent,Highland Park,,,,,,,Not Started,,,
High,4,NJ,Main Street Dispensary,,Independent,Highland Park,,,,,,,Not Started,,,
High,4,NJ,The Honorable Plant,,Independent,Highlands,,,,,,,Not Started,,,
High,4,NJ,Blue Violets,,Independent,Hoboken,,,,,,,Not Started,,,
High,4,NJ,Hudsonica,,Independent,Hoboken,,,,,,,Not Started,,,
High,4,NJ,Village Hoboken,,Independent,Hoboken,,,,,,,Not Started,,,
High,4,NJ,Sky Cannabis,,Independent,Hopewell,,,,,,,Not Started,,,
High,4,NJ,Flowerbomb Dispensary,,Independent,Irvington,,,,,,,Not Started,,,
High,4,NJ,Nature's Motivation,,Independent,Irvington,,,,,,,Not Started,,,
High,4,NJ,Organic Fusion,,Independent,Irvington,,,,,,,Not Started,,,
