id,name,slug,type,address1,address2,city,state,zip,country,latitude,longitude,distance_mi,phone,website,email,followers,license,overall_rating,rating_count,review_count,quality_rating,service_rating,atmosphere_rating,about,hours,feature_tier,is_open,delivery_enabled,pickup_enabled,preorder_enabled,active_deals_count,latest_deal_title,latest_deal_discount,leafly_url,timezone,payment_methods,amenities,detail_phone,detail_website,detail_email,review_count_detail
381099,Rolling Releaf,rolling-releaf,REC,69 Adams St.,,Newton,MA,02458,US,42.3614267,-71.2044889,168.5,,,,,,4.8,,22,,,,,,pro,true,true,false,false,7,5 1g Pre Rolls $35,$35.00 sale,https://www.leafly.com/dispensary-info/rolling-releaf,America/New_York,,,6174675896,,Info@RollingReleaf.Org,
383532,City Farm By Silver Therapeutics - Roslindale,silver-therapeutics-roslindale-3ffe5,REC,721 American Legion Highway,,Roslindale,MA,02121,US,42.2831786,-71.1142006,169.8,,,,,,4.5,,8,,,,,,pro,true,false,true,true,0,,,https://www.leafly.com/dispensary-info/silver-therapeutics-roslindale-3ffe5,America/New_York,,,6179427412,,hello@agtherapeutics.com,
300501,Triple M - Plymouth (Medical Use),triplemplymouth,MED,9 Collins Avenue,,Plymouth,MA,02360,US,41.960524,-70.691321,180.6,,,,,,4.6,,85,,,,,,pro,true,false,true,true,0,,,https://www.leafly.com/dispensary-info/triplemplymouth,America/New_York,,,,,michael@mm-ma.org,
316586,Triple M - Plymouth (Adult Use),triple-m---plymouth--adult-use-,REC,9 Collins Avenue,,Plymouth,MA,02360,US,41.960524,-70.691837,180.5,,,,,,4.4,,17,,,,,,pro,true,false,true,true,0,,,https://www.leafly.com/dispensary-info/triple-m---plymouth--adult-use-,America/New_York,,,,,michael@mm-ma.org,
387544,Roslindale Cannabis Co,roslindale-cannabis-co,REC,886 South St.,,Roslindale,MA,02131,US,42.28867959999999,-71.1343249,169,,,,,,5,,1,,,,,,pro,true,false,false,false,0,,,https://www.leafly.com/dispensary-info/roslindale-cannabis-co,America/New_York,,,617-553-0110,,mitch@hempest.com,
387504,Uma Flowers - Waltham,uma-flowers-waltham,REC,196 Bear Hill Road,,Waltham,MA,02451,US,42.3828577,-71.2660327,166.6,,,,,,5,,2,,,,,,pro,true,false,true,true,0,,,https://www.leafly.com/dispensary-info/uma-flowers-waltham,America/New_York,,,,,info@umaflowers.co,
367059,Elevated Roots - Halifax,elevated-roots-halifax,REC,319 MONPONSETT ST,,Halifax,MA,02338,US,41.9968173,-70.84409409999999,174,,,,,,4.8,,4,,,,,,pro,true,false,false,false,0,,,https://www.leafly.com/dispensary-info/elevated-roots-halifax,America/New_York,,,5089277232,,info@elevatedrootsma.com,
331714,Botera - Brockton,botera,REC,747 Centre Street,,Brockton,MA,02302,US,42.086205,-70.9879756,169.5,,,,,,4.5,,14,,,,,,pro,true,false,true,true,0,,,https://www.leafly.com/dispensary-info/botera,America/New_York,,,774-296-8691,,info@boterama.com,
386355,Kush Groove Dispensary - Brockton,kush-groove-brockton,REC,912 Crescent St,,Brockton,MA,02302,US,42.0807141,-70.9817846,169.7,,,,,,5,,1,,,,,,pro,true,false,true,true,10,$50 Simply Herb 1/2 Ounce Tax Included Daily Price,$50.00 sale,https://www.leafly.com/dispensary-info/kush-groove-brockton,America/New_York,,,617-318-6023,,info@kushgroove.com,
356480,Green Heart Cannabis,green-heart-cannabis,REC,897 N Montello St.,,Brockton,MA,02301,US,42.1076254,-71.0235172,168.5,,,,,,4.1,,63,,,,,,pro,true,false,true,true,0,,,https://www.leafly.com/dispensary-info/green-heart-cannabis,America/New_York,,,774-200-2222,,info@brocktongreenheart.com,
367705,AMP Cannabis Dispensary - Brockton,atlantic-medical-partners-brockton,REC,4 Main Street,Suite G-1,Brockton,MA,02301,US,42.08549531263188,-71.01949789478847,168,,,,,,4.3,,5,,,,,,pro,true,false,true,true,0,,,https://www.leafly.com/dispensary-info/atlantic-medical-partners-brockton,America/New_York,,,,,,
383599,Down to The Roots,down-to-the-roots,REC,7 Pineview Dr,,Chester,VT,05143,US,43.2554433,-72.57991659999999,167.5,,,,,,4,,3,,,,,,pro,true,false,true,true,0,,,https://www.leafly.com/dispensary-info/down-to-the-roots,America/New_York,,,8028759333,,Scott@downtotherootsvt.com,
382862,Dris Delivery,dris-delivery,REC,16 Tech Circle,,Natick,MA,01760,US,42.3161788,-71.3346892,161.2,,,,,,4.8,,45,,,,,,pro,true,true,false,false,0,,,https://www.leafly.com/dispensary-info/dris-delivery,America/New_York,,,,,support@drisbrands.com,
387530,Leaf Relief,leaf-relief-5cadd,REC,165 Westgate Dr,,Brockton,MA,02301,US,42.09380530000001,-71.0500553,166.8,,,,,,,,,,,,,,pro,,false,false,false,0,,,https://www.leafly.com/dispensary-info/leaf-relief-5cadd,America/New_York,,,,,,
336246,Green 4 All - Brockton,green-4-all,REC,327 N. Pearl Street,,Brockton,MA,02301,US,42.10047369999999,-71.0665332,166.3,,,,,,4.9,,6,,,,,,pro,true,false,true,true,0,,,https://www.leafly.com/dispensary-info/green-4-all,America/New_York,,,5085075000,,info@green4allbrockton.com,
300701,Triple M - Mashpee (Medical),triplem-mashpee,MED,29 Echo Road,,Mashpee,MA,02649,US,41.6578098,-70.4962095,184.7,,,,,,4.5,,119,,,,,,pro,true,false,true,true,0,,,https://www.leafly.com/dispensary-info/triplem-mashpee,America/New_York,,,,,renee@mm-ma.org,
337988,Triple M - Mashpee,triple-m-mashpee,REC,29 Echo Road,,Mashpee,MA,02649,US,41.6578098,-70.4962095,184.7,,,,,,4.5,,14,,,,,,pro,true,false,true,true,0,,,https://www.leafly.com/dispensary-info/triple-m-mashpee,America/New_York,,,,,renee@mm-ma.org,
382826,The Holistic Concepts,the-holistic-concepts,REC,1915 Main St.,,Brockton,MA,02301,US,42.0473175,-71.010868,167.4,,,,,,3.1,,6,,,,,,pro,true,false,true,true,0,,,https://www.leafly.com/dispensary-info/the-holistic-concepts,America/New_York,,,7746885886,,info@mythcdispensary.com,
365809,Nature Medicines - Wareham,nature-medicines-wareham,REC,3119 Cranberry Highway,,Wareham,MA,02538,US,41.7546286,-70.6403612,179,,,,,,4.6,,47,,,,,,pro,true,false,true,false,0,,,https://www.leafly.com/dispensary-info/nature-medicines-wareham,America/New_York,,,508-927-1975,,info.wareham@naturesmedicines.com,
300909,Temescal Wellness - Framingham (Medical),temescal-wellness-framingham,MED,665 Cochituate RD,Suite B,Framingham,MA,01701,US,42.3075615,-71.3849887,158.7,,,,,,4.4,,89,,,,,,pro,true,false,true,true,0,,,https://www.leafly.com/dispensary-info/temescal-wellness-framingham,America/New_York,,,,,info-massachusetts@temescalwellness.com,
302060,Temescal Wellness - Framingham (Recreational),temescal-wellness---framingham--recreational-,REC,665 Cochituate Rd.,Suite B,Framingham,MA,01701,US,42.307595,-71.385035,158.7,,,,,,4.1,,6,,,,,,pro,true,false,false,false,0,,,https://www.leafly.com/dispensary-info/temescal-wellness---framingham--recreational-,America/New_York,,,,,info-massachusetts@temescalwellness.com,
386795,Smyth Cannabis Co. - Framingham,smyth-cannabis-co-framingham,,85 Worcester Rd,,Framingham,MA,01702,US,42.2992871,-71.3973212,157.8,,,,,,,,,,,,,,pro,true,false,true,true,0,,,https://www.leafly.com/dispensary-info/smyth-cannabis-co-framingham,America/New_York,,,,,contact@smythcannabis.com,
382641,Sublime Cannabis Co. - Mashpee Dispensary,sublime-cannabis-co--b4365,REC,800 Falmouth Rd STE 102A,,Mashpee,MA,02649,US,41.6042066,-70.4950241,184,,,,,,4.7,,10,,,,,,pro,true,false,false,false,0,,,https://www.leafly.com/dispensary-info/sublime-cannabis-co--b4365,America/New_York,,,5084196635,,info@sublimecannabis.co,
382103,Bliss - Lunenburg,bliss-lunenburg,REC,43 Summer Street,,Lunenburg,MA,01462,US,42.5703109,-71.7703363,153.9,,,,,,5,,10,,,,,,pro,true,false,false,false,0,,,https://www.leafly.com/dispensary-info/bliss-lunenburg,America/New_York,,,978-516-2919,,info@myblisscannabis.com,
318196,AMP Fitchburg Marijuana Dispensary - Medical,atlantic-medicinal-partners---fitchburg,MED,774 Crawford St,,Fitchburg,MA,01420,US,42.55021,-71.7494587,153.8,,,,,,3.9,,5,,,,,,pro,true,false,true,true,0,,,https://www.leafly.com/dispensary-info/atlantic-medicinal-partners---fitchburg,America/New_York,,,,,info@ampma.org,
301867,AMP Fitchburg Marijuana Dispensary - Adult Use,atlantic-medicinal-partners-fitchburg,MED & REC,774 Crawford St,,Fitchburg,MA,01420,US,42.55021,-71.7494587,153.8,,,,,,4.2,,23,,,,,,pro,true,false,true,true,0,,,https://www.leafly.com/dispensary-info/atlantic-medicinal-partners-fitchburg,America/New_York,,,,,info@ampma.org,
301024,Verilife - Wareham (Adult Use),verilife-wareham-medical,REC,112 Main Street,,Wareham,MA,02571,US,41.7560551,-70.7131995,175.4,,,,,,4.1,,830,,,,,,pro,true,false,true,true,0,,,https://www.leafly.com/dispensary-info/verilife-wareham-medical,America/New_York,,,,,shelley.stormo@pharmacannis.com,
320716,Nova Farms - Framingham,nova-farms---framingham-,REC,1137 Worcester Road,,Framingham,MA,01701,US,42.2994248,-71.4439055,155.8,,,,,,4.3,,10,,,,,,pro,true,false,true,true,0,,,https://www.leafly.com/dispensary-info/nova-farms---framingham-,America/New_York,,,,,framingham@novafarms.com,
369174,Green Meadows Farm - Fitchburg,green-meadows-farm-fitchburg,REC,50 Whalon Street,Suite C,Fitchburg,MA,01420,US,42.55522,-71.7851843,152.6,,,,,,4.5,,5,,,,,,pro,true,false,true,false,0,,,https://www.leafly.com/dispensary-info/green-meadows-farm-fitchburg,America/New_York,,,,,,
302059,Temescal Wellness - Hudson (Recreational),temescal-wellness---hudson--recreational-,REC,252 Coolidge St.,,Hudson,MA,01749,US,42.3967852,-71.6019046,153,,,,,,4.8,,44,,,,,,pro,true,false,true,true,0,,,https://www.leafly.com/dispensary-info/temescal-wellness---hudson--recreational-,America/New_York,,,,,info-massachusetts@temescalwellness.com,
300910,Temescal Wellness - Hudson (Medical),temescal-wellness-hudson,MED,252 Coolidge St,,Hudson,MA,01749,US,42.3967852,-71.6019046,153,,,,,,4.4,,81,,,,,,pro,true,false,false,false,0,,,https://www.leafly.com/dispensary-info/temescal-wellness-hudson,America/New_York,,,,,info-massachusetts@temescalwellness.com,
387881,Green Meadows Farm - Marlborough,green-meadows-farm-marlborough,REC,239 Boston Post Rd W.,,Marlborough,MA,01752,US,42.3385185,-71.5920139,151,,,,,,,,,,,,,,pro,true,false,true,true,0,,,https://www.leafly.com/dispensary-info/green-meadows-farm-marlborough,America/New_York,,,508-909-5880,,,
383586,Green Mountain Therapeutics,green-mountain-therapeutics,REC,2022 N Main St,,Londonderry,VT,05148,US,43.22883239999999,-72.8129313,161.1,,,,,,4.3,,1,,,,,,pro,true,false,false,false,0,,,https://www.leafly.com/dispensary-info/green-mountain-therapeutics,America/New_York,,,8025551234,,,
371262,Botera - Taunton,botera-taunton,REC,297 Broadway,,Taunton,MA,02780,US,41.9267793,-71.089159,160.5,,,,,,3.6,,13,,,,,,pro,true,false,true,true,0,,,https://www.leafly.com/dispensary-info/botera-taunton,America/New_York,,,9788161069,,info@boterama.com,
389219,Poultney Cannabis Supply,poultney-cannabis-supply,REC,56 Main St,,Poultney,VT,05764,US,43.5172769,-73.23398,173.8,,,,,,5,,1,,,,,,pro,true,false,true,true,0,,,https://www.leafly.com/dispensary-info/poultney-cannabis-supply,America/New_York,,,802-884-8097,,Christian@pcs-vt.com,
384250,Lucky Green Ladies,lucky-green-ladies,REC,,,Norton,MA,02766,US,41.9629235,-71.1804988,157.1,,,,,,5,,1,,,,,,pro,true,true,false,false,0,,,https://www.leafly.com/dispensary-info/lucky-green-ladies,America/New_York,,,5084551048,,contact@luckygreenladies.com,
385729,Verilife - Shrewsbury (Rec),verilife-shrewsbury-rec,REC,939 Boston Turnpike,,Shrewsbury,MA,01545,US,42.280106,-71.6793399,145.1,,,,,,,,,,,,,,pro,true,false,true,true,0,,,https://www.leafly.com/dispensary-info/verilife-shrewsbury-rec,America/New_York,,,,,contact@verilife.com,
317841,Verilife - Shrewsbury (Med),verilife---shrewsbury,MED,939 Boston Turnpike,,Shrewsbury,MA,01545,US,42.280106,-71.6793399,145.1,,,,,,4.5,,17,,,,,,pro,true,false,true,true,0,,,https://www.leafly.com/dispensary-info/verilife---shrewsbury,America/New_York,,,,,contact@verilife.com,
369971,Botera - Franklin,botera-franklin,REC,1256 W Central St,Suite 6,Franklin,MA,02038,US,42.08484,-71.44661,148.3,,,,,,4.5,,7,,,,,,pro,true,false,true,true,0,,,https://www.leafly.com/dispensary-info/botera-franklin,America/New_York,,,,,info@boterama.com,
386818,PETTALS - Attleboro,pettals-attleboro,REC,40 Forest St,,Attleboro,MA,02703,US,41.9461789,-71.27457260000001,152.2,,,,,,5,,3,,,,,,pro,true,false,true,true,0,,,https://www.leafly.com/dispensary-info/pettals-attleboro,America/New_York,,,7742668789,,,
318965,Bask - Adult Use (Recreational),bask---adult-use--recreational-,REC,2 Pequod Road,,Fairhaven,MA,02719,US,41.6496377,-70.8887655,164.8,,,,,,4.6,,56,,,,,,pro,true,false,true,true,0,,,https://www.leafly.com/dispensary-info/bask---adult-use--recreational-,America/New_York,,,,,info@cometobask.com,
383263,Green City,green-city-6667f,REC,220 O'Neil Boulevard,,Attleboro,MA,02703,US,41.9371879,-71.2751717,151.9,,,,,,4.7,,3,,,,,,pro,true,false,true,true,0,,,https://www.leafly.com/dispensary-info/green-city-6667f,America/New_York,,,7748104939,,info@greencitydispo.com,
354192,Caroline's Cannabis - Hopedale,caroline-s-cannabis---hopedale,REC,4 Charlesview Rd.,,Hopedale,MA,01747,US,42.1040758,-71.50214869999999,146.4,,,,,,4.8,,45,,,,,,pro,true,false,true,true,9,Chocolate Bundle: 2 for $30,$30.00 sale,https://www.leafly.com/dispensary-info/caroline-s-cannabis---hopedale,America/New_York,,,,,hopedaleleafly@carolinescannabis.com,
365829,Zahara Cannabis,zahara-dispensary,REC,70 Frank Mossberg Drive,,Attleboro,MA,02703,US,41.9196417,-71.3246846,149.1,,,,,,4.5,,31,,,,,,pro,true,true,true,true,0,,,https://www.leafly.com/dispensary-info/zahara-dispensary,America/New_York,,,888-492-4272,,hello@zaharacannabis.com,
386534,High Hawk Farm LLC,high-hawk-farm-llc,,80 Main Street,,Rutland,MA,01543,US,42.37632,-71.93416,138.8,,,,,,,,,,,,,,pro,true,false,true,true,0,,,https://www.leafly.com/dispensary-info/high-hawk-farm-llc,America/New_York,,,774-234-0143,,meg@highhawkfarm.com,
382150,Major Bloom,major-bloom,REC,76 Millbury St.,,Worcester,MA,01610,US,42.2533267,-71.79909409999999,139,,,,,,4.5,,7,,,,,,pro,true,true,true,true,3,20% Off Of 4 Major Bloom Eighths!,20% off,https://www.leafly.com/dispensary-info/major-bloom,America/New_York,,,7744202904,,info@majorbloom.com,
318598,Mayflower - Worcester,mayflower---worcester-,REC,645 Park Ave,,Worcester,MA,01603,US,42.2462684,-71.8340625,137.3,,,,,,4.6,,48,,,,,,pro,true,false,true,true,0,,,https://www.leafly.com/dispensary-info/mayflower---worcester-,America/New_York,,,,,infoworcester@mayflowermedicinals.com,
387910,Coastal Healing-Medical,coastal-healing-9850f,MED & REC,248 State Rd,,Westport,MA,02790,US,41.6734259,-71.1038375,154.4,,,,,,,,,,,,,,pro,true,false,true,true,0,,,https://www.leafly.com/dispensary-info/coastal-healing-9850f,America/New_York,,,339-707-2761,,info@coastalhealingwestport.com,
382301,Coastal Healing,coastal-healing-54dc0,MED & REC,248 State Rd.,,Westport,MA,02790,US,41.6734259,-71.1038375,154.4,,,,,,5,,2,,,,,,pro,true,false,true,true,0,,,https://www.leafly.com/dispensary-info/coastal-healing-54dc0,America/New_York,,,339-707-2761,,info@coastalhealingwestport.com,
366771,Cosmopolitan Dispensary,cosmopolitan-dispensary,REC,82 Hartwell Street,,Fall River,MA,02721,US,41.69836,-71.15316,152.4,,,,,,4.2,,190,,,,,,pro,true,false,true,true,0,,,https://www.leafly.com/dispensary-info/cosmopolitan-dispensary,America/New_York,,,774-777-9994,,Info@cosmopolitandispensary.com,
382364,Stories Cannabis,stories-cannabis,REC,160 Hartwell St,,Fall River,MA,02721,US,41.6971913,-71.1517678,152.5,,,,,,4.6,,16,,,,,,pro,true,false,true,true,0,,,https://www.leafly.com/dispensary-info/stories-cannabis,America/New_York,,,774-365-4105,,info@storiescannabis.co,
366947,Green N' Go,green-n-go,REC,"454 Quaker Highway Uxbridge, Massachusetts 01569 United States",,Uxbridge,MA,01569,US,42.0408706,-71.6202466,139,,,,,,4.9,,57,,,,,,pro,true,false,true,true,0,,,https://www.leafly.com/dispensary-info/green-n-go,America/New_York,,,9782227100,,info@greenngo.co,
